territory_id,datum,year,month,hcp_tier,rep_tenure,calls,samples_dropped,digital_touches,competitor_share,market_access,seasonality_idx,base_rx,rx_volume
TER_103,2015-02-28,2015,2,2,8,10,15,4,0.3,5,1.104,682.08,608.33
TER_103,2015-03-31,2015,3,2,8,9,13,5,0.1,5,1.12,682.08,665.79
TER_103,2015-04-30,2015,4,2,8,9,12,9,0.528,5,1.104,682.08,574.18
TER_103,2015-05-31,2015,5,2,8,6,6,3,0.333,5,1.06,682.08,448.34
TER_103,2015-06-30,2015,6,2,8,5,6,4,0.353,5,1.0,682.08,435.02
TER_103,2015-07-31,2015,7,2,8,13,17,11,0.85,5,0.94,682.08,525.65
TER_103,2015-08-31,2015,8,2,8,6,11,5,0.775,5,0.896,682.08,371.79
TER_103,2015-09-30,2015,9,2,8,5,5,3,0.47,5,0.88,682.08,425.78
TER_103,2015-10-31,2015,10,2,8,10,11,4,0.292,5,0.896,682.08,592.42
TER_103,2015-11-30,2015,11,2,8,7,9,3,0.23,5,0.94,682.08,529.88
TER_103,2015-12-31,2015,12,2,8,14,18,8,0.459,5,1.0,682.08,655.68
TER_103,2016-01-31,2016,1,2,8,16,26,13,0.67,5,1.06,682.08,730.06
TER_103,2016-02-29,2016,2,2,8,3,6,2,0.719,5,1.104,682.08,332.85
TER_103,2016-03-31,2016,3,2,8,4,6,4,0.229,5,1.12,682.08,497.95
TER_103,2016-04-30,2016,4,2,8,5,8,2,0.191,5,1.104,682.08,539.18
TER_103,2016-05-31,2016,5,2,8,5,2,5,0.564,5,1.06,682.08,292.53
TER_103,2016-06-30,2016,6,2,8,5,8,0,0.325,5,1.0,682.08,473.99
TER_103,2016-07-31,2016,7,2,8,9,13,8,0.421,5,0.94,682.08,574.85
TER_103,2016-08-31,2016,8,2,8,14,22,9,0.217,5,0.896,682.08,741.17
TER_103,2016-09-30,2016,9,2,8,8,15,5,0.311,5,0.88,682.08,604.45
TER_103,2016-10-31,2016,10,2,8,9,14,2,0.635,5,0.896,682.08,463.47
TER_103,2016-11-30,2016,11,2,8,8,11,2,0.545,5,0.94,682.08,400.0
TER_103,2016-12-31,2016,12,2,8,11,14,9,0.659,5,1.0,682.08,563.41
TER_103,2017-01-31,2017,1,2,8,15,21,9,0.604,5,1.06,682.08,650.1
TER_103,2017-02-28,2017,2,2,8,3,4,1,0.44,5,1.104,682.08,368.86
TER_103,2017-03-31,2017,3,2,8,9,16,3,0.476,5,1.12,682.08,546.89
TER_103,2017-04-30,2017,4,2,8,14,22,15,0.321,5,1.104,682.08,802.67
TER_103,2017-05-31,2017,5,2,8,10,16,2,0.68,5,1.06,682.08,532.52
TER_103,2017-06-30,2017,6,2,8,11,16,5,0.519,5,1.0,682.08,593.49
TER_103,2017-07-31,2017,7,2,8,3,4,1,0.125,5,0.94,682.08,479.45
TER_103,2017-08-31,2017,8,2,8,5,9,6,0.375,5,0.896,682.08,462.45
TER_103,2017-09-30,2017,9,2,8,10,17,6,0.627,5,0.88,682.08,574.69
TER_103,2017-10-31,2017,10,2,8,11,16,6,0.157,5,0.896,682.08,675.42
TER_103,2017-11-30,2017,11,2,8,11,19,7,0.201,5,0.94,682.08,705.99
TER_103,2017-12-31,2017,12,2,8,10,11,3,0.607,5,1.0,682.08,473.92
TER_103,2018-01-31,2018,1,2,8,9,13,4,0.724,5,1.06,682.08,425.0
TER_103,2018-02-28,2018,2,2,8,9,12,11,0.505,5,1.104,682.08,589.34
TER_103,2018-03-31,2018,3,2,8,9,12,5,0.522,5,1.12,682.08,544.85
TER_103,2018-04-30,2018,4,2,8,13,22,5,0.14,5,1.104,682.08,790.19
TER_103,2018-05-31,2018,5,2,8,4,4,3,0.1,5,1.06,682.08,531.38
TER_103,2018-06-30,2018,6,2,8,9,12,8,0.1,5,1.0,682.08,647.2
TER_103,2018-07-31,2018,7,2,8,6,8,3,0.342,5,0.94,682.08,468.82
TER_103,2018-08-31,2018,8,2,8,6,10,2,0.456,5,0.896,682.08,445.44
TER_103,2018-09-30,2018,9,2,8,5,9,5,0.308,5,0.88,682.08,536.17
TER_103,2018-10-31,2018,10,2,8,8,9,2,0.51,5,0.896,682.08,497.9
TER_103,2018-11-30,2018,11,2,8,12,16,5,0.693,5,0.94,682.08,530.35
TER_103,2018-12-31,2018,12,2,8,8,14,5,0.223,5,1.0,682.08,605.29
TER_103,2019-01-31,2019,1,2,8,7,7,5,0.686,5,1.06,682.08,416.15
TER_103,2019-02-28,2019,2,2,8,13,21,7,0.456,5,1.104,682.08,687.71
TER_103,2019-03-31,2019,3,2,8,11,16,6,0.2,5,1.12,682.08,657.25
TER_103,2019-04-30,2019,4,2,8,3,4,2,0.344,5,1.104,682.08,404.44
TER_103,2019-05-31,2019,5,2,8,11,13,8,0.234,5,1.06,682.08,623.55
TER_103,2019-06-30,2019,6,2,8,10,10,5,0.1,5,1.0,682.08,605.84
TER_103,2019-07-31,2019,7,2,8,6,9,2,0.233,5,0.94,682.08,528.75
TER_103,2019-08-31,2019,8,2,8,5,4,0,0.173,5,0.896,682.08,479.92
TER_103,2019-09-30,2019,9,2,8,15,23,5,0.355,5,0.88,682.08,701.62
TER_103,2019-10-31,2019,10,2,8,7,9,3,0.348,5,0.896,682.08,471.99
TER_104,2014-01-31,2014,1,3,8,9,14,5,0.3,7,1.06,455.79,529.96
TER_104,2014-02-28,2014,2,3,8,11,16,5,0.1,7,1.104,455.79,667.76
TER_104,2014-03-31,2014,3,3,8,7,11,2,0.568,7,1.12,455.79,426.15
TER_104,2014-04-30,2014,4,3,8,14,18,7,0.317,7,1.104,455.79,595.8
TER_104,2014-05-31,2014,5,3,8,6,6,6,0.2,7,1.06,455.79,462.38
TER_104,2014-06-30,2014,6,3,8,5,5,4,0.102,7,1.0,455.79,434.88
TER_104,2014-07-31,2014,7,3,8,9,13,6,0.4,7,0.94,455.79,493.7
TER_104,2014-08-31,2014,8,3,8,7,7,4,0.26,7,0.896,455.79,494.46
TER_104,2014-09-30,2014,9,3,8,14,24,10,0.239,7,0.88,455.79,708.89
TER_104,2014-10-31,2014,10,3,8,11,16,5,0.242,7,0.896,455.79,623.93
TER_104,2014-11-30,2014,11,3,8,9,12,1,0.687,7,0.94,455.79,370.75
TER_104,2014-12-31,2014,12,3,8,15,24,7,0.304,7,1.0,455.79,697.18
TER_104,2015-01-31,2015,1,3,8,11,16,11,0.259,7,1.06,455.79,593.62
TER_104,2015-02-28,2015,2,3,8,8,14,6,0.703,7,1.104,455.79,413.25
TER_104,2015-03-31,2015,3,3,8,10,13,6,0.707,7,1.12,455.79,404.85
TER_104,2015-04-30,2015,4,3,8,5,5,2,0.85,7,1.104,455.79,233.26
TER_104,2015-05-31,2015,5,3,8,12,17,5,0.1,7,1.06,455.79,663.48
TER_104,2015-06-30,2015,6,3,8,5,7,5,0.423,7,1.0,455.79,465.74
TER_104,2015-07-31,2015,7,3,8,15,23,9,0.324,7,0.94,455.79,618.53
TER_104,2015-08-31,2015,8,3,8,9,9,0,0.133,7,0.896,455.79,567.91
TER_104,2015-09-30,2015,9,3,8,6,11,3,0.185,7,0.88,455.79,544.93
TER_104,2015-10-31,2015,10,3,8,9,16,5,0.258,7,0.896,455.79,584.4
TER_104,2015-11-30,2015,11,3,8,11,19,7,0.49,7,0.94,455.79,535.85
TER_104,2015-12-31,2015,12,3,8,10,10,5,0.551,7,1.0,455.79,469.35
TER_104,2016-01-31,2016,1,3,8,11,16,7,0.29,7,1.06,455.79,631.51
TER_104,2016-02-29,2016,2,3,8,4,5,2,0.418,7,1.104,455.79,401.82
TER_104,2016-03-31,2016,3,3,8,10,13,3,0.537,7,1.12,455.79,469.02
TER_104,2016-04-30,2016,4,3,8,12,16,8,0.788,7,1.104,455.79,440.68
TER_104,2016-05-31,2016,5,3,8,8,10,4,0.251,7,1.06,455.79,497.28
TER_104,2016-06-30,2016,6,3,8,6,5,2,0.349,7,1.0,455.79,365.43
TER_104,2016-07-31,2016,7,3,8,6,5,4,0.473,7,0.94,455.79,340.98
TER_104,2016-08-31,2016,8,3,8,13,18,7,0.405,7,0.896,455.79,651.57
TER_104,2016-09-30,2016,9,3,8,5,7,8,0.448,7,0.88,455.79,364.38
TER_104,2016-10-31,2016,10,3,8,11,17,5,0.266,7,0.896,455.79,574.66
TER_104,2016-11-30,2016,11,3,8,3,7,1,0.543,7,0.94,455.79,377.95
TER_104,2016-12-31,2016,12,3,8,8,8,4,0.501,7,1.0,455.79,423.45
TER_104,2017-01-31,2017,1,3,8,13,17,7,0.488,7,1.06,455.79,544.61
TER_104,2017-02-28,2017,2,3,8,11,14,7,0.776,7,1.104,455.79,396.97
TER_104,2017-03-31,2017,3,3,8,7,10,11,0.446,7,1.12,455.79,494.94
TER_104,2017-04-30,2017,4,3,8,12,17,7,0.395,7,1.104,455.79,588.61
TER_104,2017-05-31,2017,5,3,8,13,18,13,0.396,7,1.06,455.79,601.94
TER_104,2017-06-30,2017,6,3,8,6,8,1,0.665,7,1.0,455.79,337.43
TER_104,2017-07-31,2017,7,3,8,4,6,3,0.43,7,0.94,455.79,377.15
TER_104,2017-08-31,2017,8,3,8,10,12,4,0.612,7,0.896,455.79,440.02
TER_104,2017-09-30,2017,9,3,8,9,12,3,0.323,7,0.88,455.79,586.85
TER_104,2017-10-31,2017,10,3,8,12,21,6,0.193,7,0.896,455.79,701.63
TER_104,2017-11-30,2017,11,3,8,11,17,9,0.194,7,0.94,455.79,603.99
TER_104,2017-12-31,2017,12,3,8,10,17,5,0.39,7,1.0,455.79,566.16
TER_104,2018-01-31,2018,1,3,8,5,7,1,0.258,7,1.06,455.79,441.98
TER_104,2018-02-28,2018,2,3,8,8,8,8,0.332,7,1.104,455.79,504.34
TER_104,2018-03-31,2018,3,3,8,7,9,3,0.154,7,1.12,455.79,514.49
TER_104,2018-04-30,2018,4,3,8,11,16,13,0.512,7,1.104,455.79,576.45
TER_104,2018-05-31,2018,5,3,8,6,10,9,0.721,7,1.06,455.79,390.86
TER_104,2018-06-30,2018,6,3,8,5,8,5,0.1,7,1.0,455.79,499.69
TER_104,2018-07-31,2018,7,3,8,8,8,4,0.485,7,0.94,455.79,478.09
TER_104,2018-08-31,2018,8,3,8,3,2,2,0.168,7,0.896,455.79,451.73
TER_104,2018-09-30,2018,9,3,8,7,8,6,0.405,7,0.88,455.79,422.66
TER_104,2018-10-31,2018,10,3,8,8,11,5,0.363,7,0.896,455.79,425.99
TER_104,2018-11-30,2018,11,3,8,11,18,7,0.22,7,0.94,455.79,610.03
TER_104,2018-12-31,2018,12,3,8,8,6,4,0.305,7,1.0,455.79,455.15
TER_104,2019-01-31,2019,1,3,8,17,28,9,0.202,7,1.06,455.79,819.76
TER_104,2019-02-28,2019,2,3,8,8,9,7,0.1,7,1.104,455.79,570.35
TER_104,2019-03-31,2019,3,3,8,11,14,5,0.32,7,1.12,455.79,533.18
TER_104,2019-04-30,2019,4,3,8,9,16,3,0.295,7,1.104,455.79,510.81
TER_104,2019-05-31,2019,5,3,8,9,14,8,0.316,7,1.06,455.79,555.47
TER_104,2019-06-30,2019,6,3,8,12,16,9,0.266,7,1.0,455.79,608.28
TER_104,2019-07-31,2019,7,3,8,4,7,3,0.35,7,0.94,455.79,411.68
TER_104,2019-08-31,2019,8,3,8,11,17,4,0.146,7,0.896,455.79,680.26
TER_104,2019-09-30,2019,9,3,8,8,8,8,0.8,7,0.88,455.79,361.6
TER_104,2019-10-31,2019,10,3,8,14,20,9,0.408,7,0.896,455.79,635.57
TER_105,2014-01-31,2014,1,2,2,6,8,4,0.408,9,1.06,773.91,459.26
TER_105,2014-02-28,2014,2,2,2,5,6,2,0.216,9,1.104,773.91,499.7
TER_105,2014-03-31,2014,3,2,2,9,12,8,0.416,9,1.12,773.91,608.23
TER_105,2014-04-30,2014,4,2,2,5,5,4,0.127,9,1.104,773.91,536.16
TER_105,2014-05-31,2014,5,2,2,8,10,8,0.157,9,1.06,773.91,632.12
TER_105,2014-06-30,2014,6,2,2,4,6,2,0.329,9,1.0,773.91,495.47
TER_105,2014-07-31,2014,7,2,2,11,15,7,0.621,9,0.94,773.91,566.37
TER_105,2014-08-31,2014,8,2,2,2,6,0,0.617,9,0.896,773.91,302.81
TER_105,2014-09-30,2014,9,2,2,13,18,6,0.238,9,0.88,773.91,694.05
TER_105,2014-10-31,2014,10,2,2,4,6,3,0.27,9,0.896,773.91,514.17
TER_105,2014-11-30,2014,11,2,2,8,11,8,0.301,9,0.94,773.91,590.91
TER_105,2014-12-31,2014,12,2,2,3,6,0,0.718,9,1.0,773.91,314.33
TER_105,2015-01-31,2015,1,2,2,6,8,7,0.281,9,1.06,773.91,600.07
TER_105,2015-02-28,2015,2,2,2,5,11,4,0.26,9,1.104,773.91,627.06
TER_105,2015-03-31,2015,3,2,2,13,18,4,0.667,9,1.12,773.91,610.39
TER_105,2015-04-30,2015,4,2,2,11,17,3,0.134,9,1.104,773.91,734.89
TER_105,2015-05-31,2015,5,2,2,9,11,6,0.1,9,1.06,773.91,604.13
TER_105,2015-06-30,2015,6,2,2,3,3,3,0.197,9,1.0,773.91,539.93
TER_105,2015-07-31,2015,7,2,2,4,8,2,0.774,9,0.94,773.91,311.37
TER_105,2015-08-31,2015,8,2,2,5,8,5,0.846,9,0.896,773.91,333.85
TER_105,2015-09-30,2015,9,2,2,4,1,3,0.706,9,0.88,773.91,244.53
TER_105,2015-10-31,2015,10,2,2,8,11,3,0.31,9,0.896,773.91,550.85
TER_105,2015-11-30,2015,11,2,2,6,10,6,0.271,9,0.94,773.91,543.58
TER_105,2015-12-31,2015,12,2,2,3,7,1,0.416,9,1.0,773.91,439.67
TER_105,2016-01-31,2016,1,2,2,6,7,3,0.454,9,1.06,773.91,487.8
TER_105,2016-02-29,2016,2,2,2,7,9,5,0.691,9,1.104,773.91,449.67
TER_105,2016-03-31,2016,3,2,2,6,11,5,0.377,9,1.12,773.91,519.05
TER_105,2016-04-30,2016,4,2,2,6,10,4,0.311,9,1.104,773.91,476.68
TER_105,2016-05-31,2016,5,2,2,5,6,2,0.569,9,1.06,773.91,386.94
TER_105,2016-06-30,2016,6,2,2,3,4,0,0.314,9,1.0,773.91,407.64
TER_105,2016-07-31,2016,7,2,2,5,10,3,0.1,9,0.94,773.91,584.87
TER_105,2016-08-31,2016,8,2,2,6,9,3,0.373,9,0.896,773.91,515.83
TER_105,2016-09-30,2016,9,2,2,10,15,2,0.508,9,0.88,773.91,581.5
TER_105,2016-10-31,2016,10,2,2,10,17,7,0.562,9,0.896,773.91,557.75
TER_105,2016-11-30,2016,11,2,2,5,5,2,0.381,9,0.94,773.91,487.29
TER_105,2016-12-31,2016,12,2,2,7,9,3,0.634,9,1.0,773.91,409.35
TER_105,2017-01-31,2017,1,2,2,9,14,6,0.289,9,1.06,773.91,624.76
TER_105,2017-02-28,2017,2,2,2,12,17,3,0.372,9,1.104,773.91,679.14
TER_105,2017-03-31,2017,3,2,2,8,10,3,0.289,9,1.12,773.91,568.85
TER_105,2017-04-30,2017,4,2,2,6,7,5,0.293,9,1.104,773.91,543.98
TER_105,2017-05-31,2017,5,2,2,7,9,6,0.223,9,1.06,773.91,519.16
TER_105,2017-06-30,2017,6,2,2,4,6,5,0.511,9,1.0,773.91,369.55
TER_105,2017-07-31,2017,7,2,2,4,4,1,0.301,9,0.94,773.91,412.32
TER_105,2017-08-31,2017,8,2,2,6,10,7,0.259,9,0.896,773.91,612.41
TER_105,2017-09-30,2017,9,2,2,6,8,6,0.524,9,0.88,773.91,503.45
TER_105,2017-10-31,2017,10,2,2,5,5,1,0.299,9,0.896,773.91,439.16
TER_105,2017-11-30,2017,11,2,2,7,13,6,0.502,9,0.94,773.91,508.17
TER_105,2017-12-31,2017,12,2,2,8,13,3,0.426,9,1.0,773.91,563.72
TER_105,2018-01-31,2018,1,2,2,8,16,6,0.323,9,1.06,773.91,638.31
TER_105,2018-02-28,2018,2,2,2,7,7,5,0.274,9,1.104,773.91,525.62
TER_105,2018-03-31,2018,3,2,2,4,6,5,0.407,9,1.12,773.91,474.2
TER_105,2018-04-30,2018,4,2,2,10,15,10,0.649,9,1.104,773.91,573.89
TER_105,2018-05-31,2018,5,2,2,9,13,8,0.85,9,1.06,773.91,521.96
TER_105,2018-06-30,2018,6,2,2,6,5,1,0.292,9,1.0,773.91,501.22
TER_105,2018-07-31,2018,7,2,2,6,8,4,0.559,9,0.94,773.91,482.08
TER_105,2018-08-31,2018,8,2,2,7,9,6,0.174,9,0.896,773.91,601.94
TER_105,2018-09-30,2018,9,2,2,5,8,2,0.527,9,0.88,773.91,324.19
TER_105,2018-10-31,2018,10,2,2,10,11,8,0.205,9,0.896,773.91,655.43
TER_105,2018-11-30,2018,11,2,2,7,9,3,0.631,9,0.94,773.91,404.93
TER_105,2018-12-31,2018,12,2,2,7,10,0,0.642,9,1.0,773.91,359.28
TER_105,2019-01-31,2019,1,2,2,2,1,1,0.531,9,1.06,773.91,331.83
TER_105,2019-02-28,2019,2,2,2,6,13,2,0.316,9,1.104,773.91,565.13
TER_105,2019-03-31,2019,3,2,2,6,10,4,0.424,9,1.12,773.91,456.19
TER_105,2019-04-30,2019,4,2,2,8,11,9,0.388,9,1.104,773.91,619.85
TER_105,2019-05-31,2019,5,2,2,7,6,4,0.575,9,1.06,773.91,471.76
TER_105,2019-06-30,2019,6,2,2,8,10,4,0.554,9,1.0,773.91,529.03
TER_105,2019-07-31,2019,7,2,2,1,0,0,0.5,9,0.94,773.91,303.11
TER_105,2019-08-31,2019,8,2,2,5,10,3,0.407,9,0.896,773.91,486.03
TER_105,2019-09-30,2019,9,2,2,5,9,2,0.13,9,0.88,773.91,534.1
TER_105,2019-10-31,2019,10,2,2,2,5,1,0.536,9,0.896,773.91,422.07
TER_106,2014-01-31,2014,1,2,8,10,17,6,0.18,9,1.06,733.71,779.11
TER_106,2014-02-28,2014,2,2,8,8,13,6,0.268,9,1.104,733.71,657.85
TER_106,2014-03-31,2014,3,2,8,11,14,5,0.1,9,1.12,733.71,808.42
TER_106,2014-04-30,2014,4,2,8,8,11,3,0.384,9,1.104,733.71,648.81
TER_106,2014-05-31,2014,5,2,8,9,11,4,0.566,9,1.06,733.71,592.8
TER_106,2014-06-30,2014,6,2,8,7,10,5,0.324,9,1.0,733.71,683.19
TER_106,2014-07-31,2014,7,2,8,7,8,2,0.393,9,0.94,733.71,609.14
TER_106,2014-08-31,2014,8,2,8,8,9,7,0.797,9,0.896,733.71,511.54
TER_106,2014-09-30,2014,9,2,8,12,17,8,0.438,9,0.88,733.71,742.04
TER_106,2014-10-31,2014,10,2,8,8,9,6,0.238,9,0.896,733.71,687.3
TER_106,2014-11-30,2014,11,2,8,7,12,6,0.818,9,0.94,733.71,475.24
TER_106,2014-12-31,2014,12,2,8,6,5,5,0.584,9,1.0,733.71,493.43
TER_106,2015-01-31,2015,1,2,8,11,13,4,0.4,9,1.06,733.71,710.57
TER_106,2015-02-28,2015,2,2,8,8,9,3,0.746,9,1.104,733.71,532.94
TER_106,2015-03-31,2015,3,2,8,6,7,1,0.806,9,1.12,733.71,475.86
TER_106,2015-04-30,2015,4,2,8,6,10,2,0.533,9,1.104,733.71,523.97
TER_106,2015-05-31,2015,5,2,8,6,8,4,0.423,9,1.06,733.71,602.87
TER_106,2015-06-30,2015,6,2,8,9,14,3,0.527,9,1.0,733.71,620.92
TER_106,2015-07-31,2015,7,2,8,14,21,14,0.165,9,0.94,733.71,881.42
TER_106,2015-08-31,2015,8,2,8,8,12,5,0.462,9,0.896,733.71,620.16
TER_106,2015-09-30,2015,9,2,8,8,13,1,0.628,9,0.88,733.71,519.52
TER_106,2015-10-31,2015,10,2,8,5,9,5,0.814,9,0.896,733.71,477.64
TER_106,2015-11-30,2015,11,2,8,14,23,11,0.315,9,0.94,733.71,893.88
TER_106,2015-12-31,2015,12,2,8,14,24,9,0.385,9,1.0,733.71,794.84
TER_106,2016-01-31,2016,1,2,8,15,22,10,0.543,9,1.06,733.71,773.46
TER_106,2016-02-29,2016,2,2,8,8,11,6,0.701,9,1.104,733.71,539.89
TER_106,2016-03-31,2016,3,2,8,7,9,1,0.103,9,1.12,733.71,624.82
TER_106,2016-04-30,2016,4,2,8,9,15,5,0.28,9,1.104,733.71,671.85
TER_106,2016-05-31,2016,5,2,8,10,11,5,0.174,9,1.06,733.71,676.7
TER_106,2016-06-30,2016,6,2,8,8,14,5,0.546,9,1.0,733.71,649.17
TER_106,2016-07-31,2016,7,2,8,5,8,3,0.272,9,0.94,733.71,592.27
TER_106,2016-08-31,2016,8,2,8,10,15,10,0.134,9,0.896,733.71,783.89
TER_106,2016-09-30,2016,9,2,8,6,10,1,0.153,9,0.88,733.71,646.39
TER_106,2016-10-31,2016,10,2,8,12,20,5,0.639,9,0.896,733.71,634.54
TER_106,2016-11-30,2016,11,2,8,4,5,3,0.684,9,0.94,733.71,417.55
TER_106,2016-12-31,2016,12,2,8,8,12,6,0.596,9,1.0,733.71,575.86
TER_106,2017-01-31,2017,1,2,8,8,14,5,0.791,9,1.06,733.71,506.31
TER_106,2017-02-28,2017,2,2,8,8,10,6,0.255,9,1.104,733.71,669.69
TER_106,2017-03-31,2017,3,2,8,7,6,6,0.4,9,1.12,733.71,548.5
TER_106,2017-04-30,2017,4,2,8,4,3,3,0.142,9,1.104,733.71,605.71
TER_106,2017-05-31,2017,5,2,8,12,16,12,0.233,9,1.06,733.71,806.88
TER_106,2017-06-30,2017,6,2,8,11,18,8,0.499,9,1.0,733.71,702.08
TER_106,2017-07-31,2017,7,2,8,10,14,3,0.632,9,0.94,733.71,598.55
TER_106,2017-08-31,2017,8,2,8,11,18,11,0.521,9,0.896,733.71,650.53
TER_106,2017-09-30,2017,9,2,8,8,11,5,0.671,9,0.88,733.71,517.33
TER_106,2017-10-31,2017,10,2,8,6,11,3,0.379,9,0.896,733.71,617.21
TER_106,2017-11-30,2017,11,2,8,9,11,4,0.384,9,0.94,733.71,659.44
TER_106,2017-12-31,2017,12,2,8,5,5,9,0.426,9,1.0,733.71,533.5
TER_106,2018-01-31,2018,1,2,8,9,12,7,0.121,9,1.06,733.71,768.77
TER_106,2018-02-28,2018,2,2,8,9,13,6,0.403,9,1.104,733.71,641.42
TER_106,2018-03-31,2018,3,2,8,6,7,2,0.446,9,1.12,733.71,497.28
TER_106,2018-04-30,2018,4,2,8,9,12,7,0.531,9,1.104,733.71,648.87
TER_106,2018-05-31,2018,5,2,8,10,10,9,0.711,9,1.06,733.71,572.09
TER_106,2018-06-30,2018,6,2,8,9,15,8,0.637,9,1.0,733.71,601.61
TER_106,2018-07-31,2018,7,2,8,9,12,3,0.375,9,0.94,733.71,668.42
TER_106,2018-08-31,2018,8,2,8,7,11,5,0.325,9,0.896,733.71,607.83
TER_106,2018-09-30,2018,9,2,8,8,14,2,0.1,9,0.88,733.71,701.33
TER_106,2018-10-31,2018,10,2,8,12,18,7,0.558,9,0.896,733.71,701.98
TER_106,2018-11-30,2018,11,2,8,9,13,9,0.597,9,0.94,733.71,612.47
TER_106,2018-12-31,2018,12,2,8,9,15,10,0.481,9,1.0,733.71,712.01
TER_106,2019-01-31,2019,1,2,8,13,17,6,0.516,9,1.06,733.71,723.44
TER_106,2019-02-28,2019,2,2,8,9,17,4,0.377,9,1.104,733.71,673.13
TER_106,2019-03-31,2019,3,2,8,7,6,3,0.401,9,1.12,733.71,562.54
TER_106,2019-04-30,2019,4,2,8,7,11,4,0.439,9,1.104,733.71,619.22
TER_106,2019-05-31,2019,5,2,8,13,20,5,0.85,9,1.06,733.71,640.86
TER_106,2019-06-30,2019,6,2,8,12,15,10,0.135,9,1.0,733.71,854.51
TER_106,2019-07-31,2019,7,2,8,4,3,2,0.617,9,0.94,733.71,420.61
TER_106,2019-08-31,2019,8,2,8,9,11,4,0.752,9,0.896,733.71,571.0
TER_106,2019-09-30,2019,9,2,8,10,12,9,0.444,9,0.88,733.71,586.96
TER_106,2019-10-31,2019,10,2,8,10,13,12,0.1,9,0.896,733.71,791.45
TER_107,2014-01-31,2014,1,2,8,12,14,12,0.431,3,1.06,643.06,651.68
TER_107,2014-02-28,2014,2,2,8,8,9,8,0.404,3,1.104,643.06,453.41
TER_107,2014-03-31,2014,3,2,8,7,7,5,0.1,3,1.12,643.06,518.29
TER_107,2014-04-30,2014,4,2,8,10,14,5,0.208,3,1.104,643.06,608.81
TER_107,2014-05-31,2014,5,2,8,12,20,7,0.106,3,1.06,643.06,734.93
TER_107,2014-06-30,2014,6,2,8,13,20,6,0.44,3,1.0,643.06,587.22
TER_107,2014-07-31,2014,7,2,8,10,13,3,0.1,3,0.94,643.06,619.14
TER_107,2014-08-31,2014,8,2,8,13,21,6,0.168,3,0.896,643.06,739.02
TER_107,2014-09-30,2014,9,2,8,7,12,3,0.564,3,0.88,643.06,407.53
TER_107,2014-10-31,2014,10,2,8,11,15,6,0.632,3,0.896,643.06,427.68
TER_107,2014-11-30,2014,11,2,8,15,22,7,0.41,3,0.94,643.06,705.69
TER_107,2014-12-31,2014,12,2,8,7,10,3,0.212,3,1.0,643.06,536.75
TER_107,2015-01-31,2015,1,2,8,8,13,3,0.655,3,1.06,643.06,456.04
TER_107,2015-02-28,2015,2,2,8,12,16,14,0.807,3,1.104,643.06,493.03
TER_107,2015-03-31,2015,3,2,8,14,19,7,0.162,3,1.12,643.06,725.18
TER_107,2015-04-30,2015,4,2,8,6,7,2,0.585,3,1.104,643.06,390.44
TER_107,2015-05-31,2015,5,2,8,10,14,5,0.562,3,1.06,643.06,479.52
TER_107,2015-06-30,2015,6,2,8,10,11,6,0.455,3,1.0,643.06,459.6
TER_107,2015-07-31,2015,7,2,8,20,29,9,0.204,3,0.94,643.06,884.51
TER_107,2015-08-31,2015,8,2,8,11,13,8,0.786,3,0.896,643.06,450.9
TER_107,2015-09-30,2015,9,2,8,6,12,5,0.199,3,0.88,643.06,508.26
TER_107,2015-10-31,2015,10,2,8,6,11,4,0.56,3,0.896,643.06,389.92
TER_107,2015-11-30,2015,11,2,8,11,17,4,0.483,3,0.94,643.06,547.06
TER_107,2015-12-31,2015,12,2,8,11,15,8,0.503,3,1.0,643.06,537.53
TER_107,2016-01-31,2016,1,2,8,8,12,3,0.509,3,1.06,643.06,390.08
TER_107,2016-02-29,2016,2,2,8,11,14,2,0.44,3,1.104,643.06,571.81
TER_107,2016-03-31,2016,3,2,8,5,7,6,0.347,3,1.12,643.06,407.36
TER_107,2016-04-30,2016,4,2,8,13,14,4,0.687,3,1.104,643.06,463.46
TER_107,2016-05-31,2016,5,2,8,11,20,6,0.296,3,1.06,643.06,587.41
TER_107,2016-06-30,2016,6,2,8,8,10,5,0.651,3,1.0,643.06,414.64
TER_107,2016-07-31,2016,7,2,8,8,12,2,0.179,3,0.94,643.06,542.07
TER_107,2016-08-31,2016,8,2,8,10,15,4,0.1,3,0.896,643.06,649.95
TER_107,2016-09-30,2016,9,2,8,6,10,3,0.293,3,0.88,643.06,442.68
TER_107,2016-10-31,2016,10,2,8,10,10,9,0.478,3,0.896,643.06,466.02
TER_107,2016-11-30,2016,11,2,8,9,14,4,0.489,3,0.94,643.06,498.85
TER_107,2016-12-31,2016,12,2,8,8,12,7,0.525,3,1.0,643.06,428.37
TER_107,2017-01-31,2017,1,2,8,12,16,4,0.367,3,1.06,643.06,564.37
TER_107,2017-02-28,2017,2,2,8,5,8,6,0.816,3,1.104,643.06,272.45
TER_107,2017-03-31,2017,3,2,8,11,16,6,0.574,3,1.12,643.06,559.61
TER_107,2017-04-30,2017,4,2,8,12,15,3,0.778,3,1.104,643.06,493.98
TER_107,2017-05-31,2017,5,2,8,6,9,6,0.325,3,1.06,643.06,522.02
TER_107,2017-06-30,2017,6,2,8,9,12,6,0.312,3,1.0,643.06,530.11
